Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22054190,CI_CS-1,HPC_CS-5,CSE-10
22054191,DMDW_CS-15,DOS_CS-19,CSE-37
22054192,CI_CS-13,HPC_CS-21,CSE-15
22054193,CD_CS-2,HPC_CS-20,CSE-17
22054194,DMDW_CS-37,DOS_CS-29,CSE-02
22054196,CI_CS-14,DOS_CS-1,CSE-37
22054197,CI_CS-10,HPC_CS-13,CSE-16
22054198,DMDW_CS-15,DOS_CS-33,CSE-08
22054199,DMDW_CS-15,HPC_CS-16,CSE-18
2205420,DMDW_CS-30,HPC_CS-4,CSE-49
22054200,CD_CS-1,DOS_CS-19,CSE-03
22054201,CD_CS-1,DOS_CS-21,CSE-15
22054202,DMDW_CS-38,HPC_CS-8,CSE-14
22054203,DMDW_CS-38,DOS_CS-20,CSE-21
22054204,DMDW_CS-33,DOS_CS-26,
22054206,DMDW_CS-38,DOS_CS-23,CSE-21
22054207,DMDW_CS-38,DOS_CS-23,CSE-21
22054208,DMDW_CS-38,DOS_CS-20,CSE-11
22054209,DMDW_CS-19,DOS_CS-35,CSE-37
2205421,CI_CS-12,DOS_CS-15,CSE-40
22054210,DMDW_CS-13,HPC_CS-20,CSE-01
22054211,DMDW_CS-20,DOS_CS-18,CSE-45
22054212,DMDW_CS-17,DOS_CS-18,CSE-28
22054213,DMDW_CS-15,DOS_CS-17,CSE-32
22054214,CI_CS-8,HPC_CS-8,CSE-34
22054215,DMDW_CS-33,HPC_CS-16,CSE-17
22054216,CD_CS-1,DOS_CS-33,CSE-53
22054217,DMDW_CS-26,DOS_CS-20,CSE-49
22054218,CD_CS-4,HPC_CS-14,CSE-25
22054219,CI_CS-10,DOS_CS-16,CSE-43
2205422,DMDW_CS-36,HPC_CS-4,CSE-49
22054220,DMDW_CS-37,HPC_CS-13,CSE-24
22054221,DMDW_CS-38,HPC_CS-5,CSE-46
22054222,DMDW_CS-15,HPC_CS-20,CSE-32
22054223,DMDW_CS-15,HPC_CS-6,CSE-02
22054224,DMDW_CS-26,DOS_CS-24,CSE-22
22054225,CD_CS-2,HPC_CS-8,CSE-44
22054226,DMDW_CS-20,HPC_CS-8,CSE-03
22054227,CI_CS-4,HPC_CS-10,CSE-17
22054228,CI_CS-4,HPC_CS-19,CSE-22
22054229,DMDW_CS-16,HPC_CS-16,CSE-26
2205423,DMDW_CS-9,DOS_CS-7,CSE-06
22054230,CI_CS-1,DOS_CS-10,CSE-32
22054231,CI_CS-7,HPC_CS-15,CSE-32
22054232,CD_CS-2,HPC_CS-20,CSE-26
22054233,DMDW_CS-37,DOS_CS-20,CSE-53
22054234,DMDW_CS-29,DOS_CS-17,CSE-28
22054235,DMDW_CS-7,HPC_CS-21,CSE-12
22054236,CD_CS-4,DOS_CS-24,CSE-26
22054237,DMDW_CS-19,DOS_CS-26,CSE-43
22054238,DMDW_CS-33,HPC_CS-21,CSE-48
22054239,DMDW_CS-36,DOS_CS-11,CSE-34
2205424,DMDW_CS-17,HPC_CS-2,CSE-29
22054241,DMDW_CS-16,HPC_CS-16,CSE-51
22054242,CI_CS-11,DOS_CS-21,CSE-17
22054243,CI_CS-2,HPC_CS-19,CSE-37
22054244,CI_CS-2,DOS_CS-16,CSE-37
22054245,DMDW_CS-15,DOS_CS-16,CSE-38
22054246,DMDW_CS-16,HPC_CS-20,CSE-26
22054247,DMDW_CS-21,DOS_CS-34,CSE-10
22054248,DMDW_CS-7,HPC_CS-6,CSE-19
22054249,CI_CS-5,HPC_CS-19,CSE-32
2205425,CI_CS-11,HPC_CS-19,CSE-28
22054250,CI_CS-14,HPC_CS-16,CSE-08
22054251,CI_CS-9,DOS_CS-27,CSE-33
22054252,DMDW_CS-32,HPC_CS-14,CSE-01
22054253,DMDW_CS-33,HPC_CS-21,
22054254,DMDW_CS-33,DOS_CS-26,CSE-17
22054255,DMDW_CS-16,DOS_CS-29,CSE-53
22054256,CD_CS-4,DOS_CS-24,CSE-26
22054257,DMDW_CS-16,DOS_CS-10,CSE-53
22054258,DMDW_CS-17,DOS_CS-35,CSE-29
2205426,DMDW_CS-4,DOS_CS-30,CSE-05
22054261,CI_CS-3,HPC_CS-17,CSE-50
22054262,DMDW_CS-7,DOS_CS-26,CSE-41
22054263,CI_CS-10,HPC_CS-20,CSE-08
22054264,CI_CS-13,HPC_CS-20,CSE-51
22054265,CI_CS-4,HPC_CS-19,CSE-36
22054266,DMDW_CS-16,HPC_CS-20,CSE-47
22054267,CI_CS-13,HPC_CS-21,CSE-51
22054268,DMDW_CS-30,HPC_CS-12,CSE-08
22054269,DMDW_CS-36,DOS_CS-33,CSE-36
2205427,DMDW_CS-10,HPC_CS-1,CSE-15
22054270,DMDW_CS-19,DOS_CS-21,CSE-41
22054271,DMDW_CS-34,DOS_CS-1,CSE-38
22054272,DMDW_CS-8,HPC_CS-5,CSE-18
22054273,CI_CS-7,DOS_CS-32,CSE-47
22054274,CI_CS-13,DOS_CS-16,CSE-47
22054275,DMDW_CS-7,HPC_CS-12,CSE-37
22054276,CI_CS-9,DOS_CS-33,CSE-42
22054277,CI_CS-2,HPC_CS-6,CSE-24
22054278,DMDW_CS-34,HPC_CS-18,CSE-47
22054279,DMDW_CS-27,DOS_CS-33,CSE-26
2205428,DMDW_CS-2,DOS_CS-1,CSE-44
22054280,DMDW_CS-31,DOS_CS-16,CSE-47
22054281,DMDW_CS-38,HPC_CS-6,CSE-48
22054282,DMDW_CS-33,DOS_CS-26,CSE-15
22054283,CI_CS-12,HPC_CS-6,CSE-18
22054284,DMDW_CS-35,HPC_CS-16,CSE-43
22054285,CI_CS-2,DOS_CS-33,CSE-36
22054286,DMDW_CS-16,HPC_CS-5,CSE-13
22054287,DMDW_CS-7,DOS_CS-12,CSE-12
22054288,DMDW_CS-7,DOS_CS-33,CSE-26
22054289,DMDW_CS-24,HPC_CS-20,CSE-13
2205429,DMDW_CS-2,HPC_CS-1,CSE-04
22054290,DMDW_CS-20,DOS_CS-35,CSE-18
22054291,CI_CS-2,HPC_CS-20,CSE-51
22054292,CD_CS-2,DOS_CS-23,CSE-45
22054293,DMDW_CS-20,DOS_CS-35,CSE-37
22054294,CD_CS-4,DOS_CS-29,CSE-18
22054295,CD_CS-2,DOS_CS-10,CSE-18
22054296,CI_CS-14,DOS_CS-29,CSE-18
22054297,CI_CS-14,DOS_CS-29,CSE-43
22054298,DMDW_CS-35,HPC_CS-13,CSE-43
22054299,CI_CS-3,HPC_CS-17,CSE-50
2205430,DMDW_CS-17,DOS_CS-27,CSE-05
22054300,CI_CS-7,HPC_CS-17,CSE-39
22054301,DMDW_CS-24,DOS_CS-29,CSE-48
22054302,DMDW_CS-20,DOS_CS-31,CSE-06
22054303,DMDW_CS-18,HPC_CS-11,CSE-27
22054304,DMDW_CS-32,DOS_CS-32,CSE-48
22054305,DMDW_CS-27,DOS_CS-35,CSE-08
22054306,DMDW_CS-13,DOS_CS-31,CSE-14
22054307,DMDW_CS-34,DOS_CS-29,CSE-08
22054308,DMDW_CS-37,DOS_CS-26,CSE-48
2205431,DMDW_CS-18,HPC_CS-5,CSE-43
22054311,DMDW_CS-13,DOS_CS-27,CSE-29
22054312,DMDW_CS-19,DOS_CS-10,CSE-09
22054313,DMDW_CS-31,DOS_CS-35,CSE-17
22054314,DMDW_CS-13,DOS_CS-34,CSE-54
22054316,CD_CS-3,DOS_CS-16,CSE-14
22054317,DMDW_CS-8,HPC_CS-17,CSE-35
22054318,CI_CS-5,HPC_CS-18,CSE-02
22054319,CI_CS-13,DOS_CS-26,CSE-13
2205432,DMDW_CS-17,HPC_CS-13,CSE-01
22054320,CD_CS-2,DOS_CS-24,CSE-19
22054321,CD_CS-3,HPC_CS-18,CSE-55
22054322,DMDW_CS-36,DOS_CS-35,CSE-26
22054323,CI_CS-11,HPC_CS-17,CSE-34
22054324,DMDW_CS-14,DOS_CS-26,CSE-50
22054325,CD_CS-2,DOS_CS-26,CSE-51
22054326,CD_CS-4,DOS_CS-32,CSE-22
22054327,CD_CS-1,HPC_CS-17,CSE-34
22054328,CI_CS-11,HPC_CS-18,CSE-02
22054329,CD_CS-3,HPC_CS-18,CSE-55
2205433,CI_CS-7,DOS_CS-15,CSE-23
22054330,CD_CS-2,HPC_CS-17,CSE-34
22054331,CD_CS-3,DOS_CS-28,CSE-14
22054332,DMDW_CS-26,HPC_CS-21,CSE-16
22054334,CI_CS-13,DOS_CS-20,CSE-08
22054335,CD_CS-3,HPC_CS-18,CSE-55
22054336,DMDW_CS-23,HPC_CS-13,CSE-42
22054337,DMDW_CS-37,HPC_CS-19,CSE-19
22054338,CI_CS-2,HPC_CS-8,CSE-17
22054339,CD_CS-4,DOS_CS-12,CSE-19
2205434,DMDW_CS-10,DOS_CS-10,CSE-04
22054340,CD_CS-2,DOS_CS-33,CSE-19
22054341,CD_CS-2,DOS_CS-23,CSE-19
22054342,DMDW_CS-24,DOS_CS-12,CSE-28
22054343,CD_CS-2,DOS_CS-23,CSE-36
22054344,DMDW_CS-31,DOS_CS-12,CSE-34
22054345,CD_CS-3,HPC_CS-18,CSE-55
22054346,CI_CS-11,HPC_CS-6,CSE-17
22054347,CD_CS-3,HPC_CS-18,CSE-55
22054348,DMDW_CS-7,HPC_CS-19,CSE-38
22054349,DMDW_CS-29,HPC_CS-20,CSE-38
2205435,DMDW_CS-10,DOS_CS-22,CSE-49
22054350,CI_CS-3,DOS_CS-25,CSE-38
22054351,DMDW_CS-20,DOS_CS-23,CSE-15
22054352,DMDW_CS-23,DOS_CS-33,CSE-08
22054353,CD_CS-1,DOS_CS-25,CSE-38
22054355,DMDW_CS-14,DOS_CS-18,CSE-27
22054356,DMDW_CS-8,HPC_CS-5,CSE-37
22054357,CD_CS-2,DOS_CS-12,CSE-21
22054358,CI_CS-4,DOS_CS-19,CSE-38
22054359,DMDW_CS-36,DOS_CS-32,CSE-44
2205436,DMDW_CS-9,DOS_CS-3,CSE-32
22054360,CD_CS-1,DOS_CS-11,CSE-38
22054361,DMDW_CS-7,DOS_CS-24,CSE-24
22054362,DMDW_CS-37,DOS_CS-24,CSE-24
22054363,CI_CS-13,HPC_CS-20,CSE-21
22054364,DMDW_CS-24,DOS_CS-35,CSE-55
22054365,DMDW_CS-31,DOS_CS-19,CSE-34
22054366,DMDW_CS-14,DOS_CS-27,CSE-09
22054367,CI_CS-13,HPC_CS-21,
22054368,CI_CS-6,HPC_CS-12,CSE-38
22054369,CI_CS-13,DOS_CS-25,CSE-35
2205437,CI_CS-7,HPC_CS-13,CSE-27
22054370,CI_CS-2,DOS_CS-33,CSE-36
22054371,CI_CS-2,DOS_CS-33,CSE-36
22054372,CI_CS-2,HPC_CS-20,CSE-30
22054373,CI_CS-14,HPC_CS-11,CSE-06
22054374,CI_CS-13,HPC_CS-21,CSE-43
22054375,CD_CS-3,HPC_CS-18,CSE-55
22054376,CI_CS-8,HPC_CS-9,CSE-14
22054377,CI_CS-4,DOS_CS-29,CSE-14
22054378,CI_CS-3,DOS_CS-21,CSE-08
22054379,DMDW_CS-25,HPC_CS-12,CSE-31
2205438,CI_CS-2,HPC_CS-12,CSE-47
22054380,CI_CS-14,HPC_CS-8,CSE-28
22054381,CI_CS-14,HPC_CS-8,CSE-28
22054382,DMDW_CS-7,HPC_CS-19,CSE-24
22054383,DMDW_CS-34,DOS_CS-11,CSE-38
22054384,DMDW_CS-38,DOS_CS-20,CSE-50
22054385,DMDW_CS-14,DOS_CS-18,CSE-27
22054386,DMDW_CS-24,DOS_CS-33,CSE-08
22054387,CI_CS-3,HPC_CS-12,CSE-06
22054388,DMDW_CS-27,DOS_CS-35,CSE-55
22054389,DMDW_CS-26,HPC_CS-18,CSE-21
2205439,CI_CS-6,HPC_CS-2,CSE-12
22054390,CI_CS-3,HPC_CS-7,CSE-52
22054391,DMDW_CS-33,DOS_CS-26,CSE-24
22054392,CI_CS-8,HPC_CS-8,CSE-53
22054393,CI_CS-3,HPC_CS-7,CSE-52
22054394,DMDW_CS-23,DOS_CS-17,CSE-34
22054395,CI_CS-2,DOS_CS-17,CSE-36
22054396,CI_CS-2,DOS_CS-33,CSE-36
22054397,DMDW_CS-17,HPC_CS-20,CSE-21
22054398,CD_CS-2,DOS_CS-16,CSE-26
22054399,CI_CS-6,HPC_CS-9,CSE-04
2205440,DMDW_CS-17,DOS_CS-18,CSE-05
22054400,DMDW_CS-34,DOS_CS-11,CSE-38
22054401,CI_CS-13,HPC_CS-5,CSE-26
22054402,CI_CS-13,DOS_CS-26,CSE-13
22054403,CD_CS-2,DOS_CS-24,CSE-26
22054404,CI_CS-14,DOS_CS-35,CSE-38
22054405,CD_CS-1,HPC_CS-17,CSE-34
22054406,CD_CS-2,DOS_CS-10,CSE-27
22054407,DMDW_CS-8,HPC_CS-5,CSE-18
22054408,CD_CS-1,HPC_CS-8,CSE-05
22054409,CD_CS-3,HPC_CS-8,CSE-21
2205441,CI_CS-8,DOS_CS-1,CSE-44
22054410,CI_CS-8,HPC_CS-13,CSE-12
22054411,DMDW_CS-14,DOS_CS-18,CSE-27
22054412,DMDW_CS-31,DOS_CS-33,CSE-34
22054413,DMDW_CS-23,DOS_CS-1,CSE-34
22054414,DMDW_CS-21,DOS_CS-21,CSE-34
22054415,DMDW_CS-24,DOS_CS-11,CSE-02
22054416,DMDW_CS-21,DOS_CS-19,CSE-08
22054417,DMDW_CS-1,DOS_CS-1,CSE-34
22054418,DMDW_CS-1,DOS_CS-17,CSE-33
22054419,DMDW_CS-1,DOS_CS-17,CSE-34
2205442,DMDW_CS-23,HPC_CS-14,CSE-12
22054420,CI_CS-3,HPC_CS-7,CSE-52
22054421,DMDW_CS-38,DOS_CS-20,CSE-51
22054422,CI_CS-3,DOS_CS-23,CSE-38
22054423,DMDW_CS-33,DOS_CS-24,CSE-55
22054424,CD_CS-2,DOS_CS-10,CSE-13
22054425,CI_CS-3,HPC_CS-7,CSE-52
22054426,DMDW_CS-38,DOS_CS-11,CSE-19
22054427,CI_CS-4,DOS_CS-29,CSE-13
22054428,DMDW_CS-21,DOS_CS-35,CSE-28
22054429,CI_CS-3,HPC_CS-7,CSE-52
2205443,DMDW_CS-12,HPC_CS-13,CSE-34
22054430,DMDW_CS-26,HPC_CS-21,CSE-12
22054431,DMDW_CS-38,DOS_CS-20,CSE-21
22054432,CD_CS-3,DOS_CS-35,CSE-26
22054433,CD_CS-2,HPC_CS-21,CSE-41
22054434,DMDW_CS-34,HPC_CS-20,CSE-15
22054435,DMDW_CS-16,DOS_CS-23,CSE-43
22054436,CI_CS-4,HPC_CS-9,CSE-20
22054437,DMDW_CS-24,DOS_CS-26,CSE-43
22054438,DMDW_CS-34,DOS_CS-23,CSE-43
22054439,CI_CS-4,HPC_CS-6,CSE-21
2205444,DMDW_CS-12,DOS_CS-6,CSE-46
22054440,DMDW_CS-38,DOS_CS-20,CSE-24
22054441,DMDW_CS-27,DOS_CS-29,CSE-24
22054442,DMDW_CS-37,DOS_CS-33,CSE-24
22054443,DMDW_CS-7,HPC_CS-19,CSE-47
22054444,DMDW_CS-38,DOS_CS-24,CSE-15
22054445,DMDW_CS-7,DOS_CS-31,CSE-47
22054446,DMDW_CS-29,DOS_CS-16,CSE-52
22054447,DMDW_CS-32,DOS_CS-19,CSE-52
22054448,DMDW_CS-16,DOS_CS-23,CSE-13
22054449,CD_CS-3,HPC_CS-16,CSE-47
2205445,CI_CS-5,HPC_CS-10,CSE-24
22054450,DMDW_CS-28,DOS_CS-31,CSE-47
22054451,CI_CS-4,HPC_CS-18,CSE-13
22054452,CI_CS-12,DOS_CS-26,CSE-51
22054453,DMDW_CS-14,DOS_CS-34,CSE-10
22054454,DMDW_CS-30,DOS_CS-31,CSE-33
22054455,DMDW_CS-32,DOS_CS-24,CSE-52
22054456,DMDW_CS-32,DOS_CS-34,CSE-52
22054457,DMDW_CS-30,DOS_CS-30,CSE-52
22054458,CI_CS-1,DOS_CS-33,CSE-21
22054459,DMDW_CS-7,DOS_CS-24,CSE-24
2205446,CI_CS-10,DOS_CS-13,CSE-03
22054460,DMDW_CS-32,DOS_CS-34,CSE-52
22054461,DMDW_CS-7,DOS_CS-24,CSE-24
22054462,DMDW_CS-37,DOS_CS-33,CSE-24
22054463,DMDW_CS-30,DOS_CS-35,CSE-52
22054464,DMDW_CS-30,DOS_CS-35,CSE-52
22054465,DMDW_CS-7,DOS_CS-11,CSE-16
22054466,DMDW_CS-33,DOS_CS-29,CSE-04
22054467,CI_CS-14,DOS_CS-29,CSE-52
22054468,DMDW_CS-38,HPC_CS-20,CSE-41
22054469,CI_CS-13,HPC_CS-20,CSE-24
2205447,CI_CS-14,HPC_CS-10,CSE-37
22054470,DMDW_CS-36,DOS_CS-35,CSE-12
22054471,DMDW_CS-26,DOS_CS-20,CSE-16
22054472,DMDW_CS-31,DOS_CS-33,CSE-21
2205448,DMDW_CS-9,HPC_CS-4,CSE-50
2205449,DMDW_CS-6,DOS_CS-15,CSE-49
2205450,DMDW_CS-18,HPC_CS-5,CSE-28
2205451,CI_CS-9,HPC_CS-12,CSE-05
2205452,DMDW_CS-22,DOS_CS-1,CSE-51
2205453,DMDW_CS-22,HPC_CS-1,CSE-15
2205454,CI_CS-9,DOS_CS-15,CSE-46
2205455,CI_CS-10,DOS_CS-13,CSE-54
2205456,CI_CS-8,DOS_CS-10,CSE-07
2205458,CI_CS-9,HPC_CS-1,CSE-54
2205459,DMDW_CS-2,DOS_CS-13,CSE-50
2205460,CI_CS-6,HPC_CS-15,CSE-35
2205462,CI_CS-8,DOS_CS-6,CSE-30
2205463,DMDW_CS-23,HPC_CS-10,CSE-14
2205464,CI_CS-10,DOS_CS-18,CSE-23
2205465,DMDW_CS-9,DOS_CS-3,CSE-14
2205466,CI_CS-9,DOS_CS-27,CSE-52
2205467,DMDW_CS-19,DOS_CS-22,CSE-54
2205468,CI_CS-9,HPC_CS-7,CSE-14
2205469,CI_CS-7,DOS_CS-5,CSE-27
2205470,DMDW_CS-24,HPC_CS-9,CSE-07
2205471,CI_CS-13,HPC_CS-21,CSE-19
2205472,CI_CS-4,HPC_CS-15,CSE-27
2205473,DMDW_CS-19,DOS_CS-22,CSE-54
2205474,DMDW_CS-23,DOS_CS-15,CSE-52
2205476,DMDW_CS-10,DOS_CS-2,CSE-19
2205478,DMDW_CS-17,DOS_CS-22,CSE-30
2205480,DMDW_CS-9,DOS_CS-31,CSE-49
2205481,CI_CS-1,HPC_CS-2,CSE-27
2205483,DMDW_CS-22,DOS_CS-28,CSE-29
2205484,DMDW_CS-18,DOS_CS-31,CSE-50
2205485,DMDW_CS-12,DOS_CS-32,CSE-23
2205486,DMDW_CS-8,DOS_CS-3,CSE-50
2205487,CI_CS-3,DOS_CS-15,CSE-14
2205488,DMDW_CS-11,DOS_CS-8,CSE-48
2205489,DMDW_CS-4,DOS_CS-32,CSE-23
2205490,CI_CS-10,DOS_CS-18,CSE-27
2205491,DMDW_CS-9,HPC_CS-13,CSE-17
2205492,DMDW_CS-2,DOS_CS-5,CSE-46
2205493,DMDW_CS-23,DOS_CS-15,CSE-52
2205494,DMDW_CS-24,DOS_CS-13,CSE-26
2205495,DMDW_CS-35,DOS_CS-32,CSE-23
2205496,DMDW_CS-35,DOS_CS-14,CSE-16
2205497,CI_CS-2,DOS_CS-2,CSE-26
2205498,CI_CS-3,DOS_CS-15,CSE-07
2205499,DMDW_CS-17,DOS_CS-18,CSE-28
2205500,DMDW_CS-25,DOS_CS-1,CSE-18
2205501,DMDW_CS-2,DOS_CS-5,CSE-15
2205502,DMDW_CS-2,DOS_CS-15,CSE-40
2205503,DMDW_CS-36,DOS_CS-15,CSE-07
2205504,DMDW_CS-17,DOS_CS-27,CSE-05
2205505,DMDW_CS-4,DOS_CS-18,CSE-50
2205506,CI_CS-7,HPC_CS-9,CSE-20
2205508,DMDW_CS-4,DOS_CS-30,CSE-18
2205509,DMDW_CS-8,DOS_CS-3,CSE-50
2205510,DMDW_CS-9,HPC_CS-4,CSE-50
2205511,CI_CS-11,HPC_CS-4,CSE-37
2205512,CD_CS-2,DOS_CS-14,CSE-13
2205513,CI_CS-7,HPC_CS-1,CSE-20
2205514,CI_CS-5,HPC_CS-10,CSE-24
2205515,DMDW_CS-10,DOS_CS-13,CSE-10
2205516,CI_CS-11,HPC_CS-10,CSE-24
2205517,DMDW_CS-17,DOS_CS-27,CSE-05
2205518,CD_CS-4,HPC_CS-10,CSE-24
2205519,CI_CS-8,HPC_CS-10,CSE-24
2205520,CD_CS-4,HPC_CS-10,CSE-24
2205521,DMDW_CS-25,DOS_CS-5,CSE-33
2205522,DMDW_CS-22,DOS_CS-7,CSE-51
2205523,DMDW_CS-21,HPC_CS-13,CSE-02
2205524,DMDW_CS-18,DOS_CS-9,CSE-01
2205525,CI_CS-1,DOS_CS-6,CSE-26
2205526,DMDW_CS-12,DOS_CS-14,CSE-33
2205527,CI_CS-8,DOS_CS-6,CSE-49
2205528,DMDW_CS-2,HPC_CS-1,CSE-41
2205529,CI_CS-3,DOS_CS-3,CSE-07
2205531,CI_CS-9,HPC_CS-19,CSE-20
2205532,DMDW_CS-18,HPC_CS-17,CSE-18
2205533,CI_CS-6,HPC_CS-17,CSE-14
2205534,DMDW_CS-4,HPC_CS-2,CSE-33
2205535,CI_CS-4,DOS_CS-14,CSE-29
2205536,DMDW_CS-34,DOS_CS-5,CSE-33
2205537,DMDW_CS-10,DOS_CS-10,CSE-22
2205538,DMDW_CS-17,HPC_CS-13,CSE-50
2205539,DMDW_CS-24,DOS_CS-31,CSE-45
2205540,CI_CS-14,HPC_CS-12,CSE-39
2205541,DMDW_CS-22,HPC_CS-6,CSE-10
2205542,CI_CS-8,DOS_CS-2,CSE-13
2205543,DMDW_CS-3,DOS_CS-31,CSE-50
2205544,CI_CS-14,HPC_CS-3,CSE-06
2205545,CD_CS-4,HPC_CS-17,CSE-33
2205546,DMDW_CS-32,HPC_CS-12,CSE-07
2205548,DMDW_CS-6,HPC_CS-12,CSE-12
2205549,CI_CS-4,HPC_CS-5,CSE-21
2205550,CI_CS-3,HPC_CS-2,CSE-29
2205551,DMDW_CS-15,HPC_CS-1,CSE-39
2205552,CI_CS-1,HPC_CS-1,CSE-35
2205553,DMDW_CS-8,HPC_CS-4,CSE-50
2205554,DMDW_CS-34,HPC_CS-19,CSE-10
2205555,DMDW_CS-19,DOS_CS-27,CSE-05
2205556,CI_CS-9,DOS_CS-15,CSE-27
2205557,DMDW_CS-4,HPC_CS-15,CSE-35
2205558,DMDW_CS-34,DOS_CS-3,CSE-26
2205559,CI_CS-11,HPC_CS-17,CSE-32
2205560,DMDW_CS-24,DOS_CS-7,CSE-53
2205561,DMDW_CS-37,DOS_CS-28,CSE-42
2205562,DMDW_CS-24,HPC_CS-6,CSE-47
2205563,DMDW_CS-32,HPC_CS-19,CSE-24
2205564,CI_CS-3,HPC_CS-6,CSE-14
2205565,DMDW_CS-32,DOS_CS-9,CSE-46
2205566,DMDW_CS-22,HPC_CS-1,CSE-23
2205567,DMDW_CS-22,HPC_CS-15,CSE-23
2205568,CD_CS-1,DOS_CS-22,CSE-35
2205569,DMDW_CS-4,HPC_CS-15,CSE-35
2205570,DMDW_CS-8,HPC_CS-4,CSE-17
2205571,DMDW_CS-10,HPC_CS-16,CSE-02
2205572,CI_CS-4,DOS_CS-19,CSE-21
2205573,DMDW_CS-35,DOS_CS-28,CSE-42
2205574,CI_CS-4,DOS_CS-15,CSE-39
2205575,DMDW_CS-11,DOS_CS-6,CSE-51
2205576,DMDW_CS-35,DOS_CS-28,CSE-42
2205577,DMDW_CS-8,HPC_CS-19,CSE-17
2205578,DMDW_CS-3,DOS_CS-6,CSE-51
2205579,DMDW_CS-32,DOS_CS-10,CSE-22
2205580,DMDW_CS-35,DOS_CS-28,CSE-42
2205581,DMDW_CS-2,DOS_CS-22,CSE-35
2205582,DMDW_CS-15,DOS_CS-22,CSE-39
2205584,DMDW_CS-6,DOS_CS-2,CSE-37
2205585,DMDW_CS-18,HPC_CS-16,CSE-40
2205586,DMDW_CS-10,HPC_CS-16,CSE-02
2205587,DMDW_CS-6,DOS_CS-7,CSE-11
2205588,DMDW_CS-6,HPC_CS-12,CSE-13
2205589,DMDW_CS-10,HPC_CS-19,CSE-02
2205590,DMDW_CS-6,HPC_CS-16,CSE-53
2205591,CI_CS-2,HPC_CS-3,CSE-05
2205592,DMDW_CS-9,DOS_CS-32,CSE-09
2205593,DMDW_CS-17,HPC_CS-17,CSE-33
2205594,DMDW_CS-11,DOS_CS-8,CSE-26
2205595,DMDW_CS-6,HPC_CS-16,CSE-53
2205596,DMDW_CS-9,DOS_CS-2,CSE-05
2205597,DMDW_CS-30,HPC_CS-4,CSE-44
2205598,DMDW_CS-34,DOS_CS-3,CSE-26
2205599,CI_CS-7,HPC_CS-2,CSE-05
2205600,DMDW_CS-6,HPC_CS-4,CSE-20
2205601,CI_CS-8,HPC_CS-2,CSE-05
2205602,DMDW_CS-6,DOS_CS-21,CSE-31
2205603,DMDW_CS-25,DOS_CS-31,CSE-33
2205604,CI_CS-3,HPC_CS-16,CSE-20
2205605,CI_CS-2,DOS_CS-8,CSE-46
2205606,DMDW_CS-21,DOS_CS-3,CSE-32
2205607,DMDW_CS-6,HPC_CS-4,CSE-07
2205609,CD_CS-4,HPC_CS-9,CSE-24
2205610,CD_CS-1,HPC_CS-17,CSE-22
2205611,DMDW_CS-6,DOS_CS-31,CSE-55
2205612,DMDW_CS-11,DOS_CS-13,CSE-04
2205614,DMDW_CS-2,HPC_CS-3,CSE-46
2205615,CD_CS-1,DOS_CS-4,CSE-16
2205616,CD_CS-1,HPC_CS-15,CSE-33
2205617,DMDW_CS-19,HPC_CS-4,CSE-03
2205618,CD_CS-4,HPC_CS-1,CSE-05
2205619,DMDW_CS-3,HPC_CS-1,CSE-43
2205620,CI_CS-3,HPC_CS-2,CSE-38
2205621,DMDW_CS-23,DOS_CS-2,CSE-34
2205622,DMDW_CS-3,DOS_CS-4,CSE-24
2205623,CD_CS-1,DOS_CS-30,CSE-46
2205624,DMDW_CS-25,DOS_CS-21,CSE-45
2205625,CD_CS-4,DOS_CS-2,CSE-24
2205626,DMDW_CS-25,HPC_CS-19,CSE-46
2205627,DMDW_CS-23,DOS_CS-2,CSE-34
2205628,CI_CS-5,HPC_CS-14,CSE-37
2205629,DMDW_CS-15,HPC_CS-17,CSE-01
2205630,CD_CS-1,HPC_CS-15,CSE-33
2205631,DMDW_CS-4,HPC_CS-7,CSE-31
2205632,CD_CS-3,HPC_CS-14,CSE-22
2205634,DMDW_CS-19,DOS_CS-30,CSE-44
2205635,DMDW_CS-2,HPC_CS-15,CSE-10
2205636,DMDW_CS-23,HPC_CS-2,CSE-51
2205637,CI_CS-1,HPC_CS-10,CSE-37
2205638,DMDW_CS-13,DOS_CS-26,CSE-44
2205639,DMDW_CS-35,HPC_CS-12,CSE-10
2205640,CD_CS-1,DOS_CS-27,CSE-01
2205641,CD_CS-1,DOS_CS-3,CSE-46
2205642,DMDW_CS-17,HPC_CS-10,CSE-30
2205643,CD_CS-1,DOS_CS-27,CSE-01
2205645,DMDW_CS-24,DOS_CS-7,CSE-53
2205646,DMDW_CS-5,HPC_CS-4,CSE-22
2205647,DMDW_CS-18,DOS_CS-22,CSE-11
2205648,DMDW_CS-22,HPC_CS-3,CSE-23
2205649,DMDW_CS-4,HPC_CS-2,CSE-23
2205651,DMDW_CS-19,DOS_CS-22,CSE-42
2205652,DMDW_CS-19,DOS_CS-22,CSE-54
2205653,DMDW_CS-15,DOS_CS-4,CSE-26
2205655,DMDW_CS-9,DOS_CS-2,CSE-34
2205657,DMDW_CS-25,DOS_CS-4,CSE-42
2205658,DMDW_CS-15,DOS_CS-8,CSE-40
